"","Family","species","valid_Apr2016","Phylogeny","other.phylogeny","Realm","time","element","activity.Season.Length","breeding.age..female..months.","field.body.temperature","preferred.body.temperature","Latitude_centroid","Longitude_centroid","npp","mean.annual.temperature","annual.precipitation","biome","insular.endemic","foraging","sub.order","infraorder","log_mass"
"352","Lacertidae","Hellenolacerta_graeca","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Mendes et al. 2016","Palearctic","Diurnal","air",7.5,NA,32.75,"33.2",37.56694942,22.31573267,11.28,15.43,731.95,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Lacertoidea",1.15071525
"353","Lacertidae","Podarcis_peloponnesiacus","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Poulakakis et al. 2005","Palearctic","Diurnal","air",8,NA,33,"33.6677381",37.49881028,22.26948778,11.27,15.49,734.1,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",1.15071525
"354","Lacertidae","Podarcis_erhardii","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Poulakakis et al. 2005","Palearctic","Diurnal","air",12,10.5,33,"33.77318548",40.16651025,22.34783456,11.31,13.32,682.86,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",1.135548173
"355","Lacertidae","Podarcis_gaigeae","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Poulakakis et al. 2005","Palearctic","Diurnal","air",12,11,32.6,"34.15",38.87030651,24.54558566,10.68,16.32,488.5,"Mediterranean Forests, Woodlands & Scrub","yes","Active","Sauria","Lacertoidea",1.359
"356","Lacertidae","Podarcis_milensis","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Poulakakis et al. 2005, Amat 2008","Palearctic","Diurnal","air",12,NA,32.95,"33.98273092",36.73776255,24.45467361,10.65,17.88,432.57,"Mediterranean Forests, Woodlands & Scrub","yes","Active","Sauria","Lacertoidea",0.990305788
"357","Gekkonidae","Mediodactylus_kotschyi","yes","Pyron and Burbrink 2014","Bauer et al. 2013","Palearctic","Cathemeral","air",10,17,26.05,"#DIV/0!",38.85272713,29.80074501,11.22,13.29,628.66,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Gekkota",0.584747143
"358","Lacertidae","Algyroides_moreoticus","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Harris et al. 1999, Pyron and Burbrink 2014, Mendes et al. 2016","Palearctic","Diurnal","air",NA,12,28.60833333,"#DIV/0!",37.5333063,22.17498513,11.19,15.63,768.95,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",0.470660483
"359","Scincidae","Ophiomorus_punctatissimus","yes","Pyron and Burbrink 2014","Greer and Wilson 2001","Palearctic","Diurnal","earth",NA,36,29.8,"#DIV/0!",37.09695125,24.76952001,11.19,15.01,735.9,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",0.393
"360","Anguidae","Anguis_cephallonica","yes","Gvozdik et al. 2013","Gvozdik et al. 2010","Palearctic","Diurnal","air",12,54,28.97142857,"#DIV/0!",37.54538915,22.1611456,11.19,15.64,774.53,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Diploglossa",1.879810568
"362","Lacertidae","Podarcis_cretensis","yes","Lymberakis et al. 2008","Lymberakis et al. 2008","Palearctic","Diurnal","air",NA,NA,33.16263158,"#DIV/0!",35.3621444,24.04607117,11.09,17.01,736.88,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",0.929057129
"363","Phyllodactylidae","Ptyodactylus_puiseuxi","yes","Nazarov et al. 2013","Nazarov et al. 2013","Palearctic","Diurnal","air",NA,NA,31.35,"29.8",32.63631124,36.51408818,10.83,17.51,292.06,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Gekkota",1.27324419
"364","Scincidae","Chalcides_guentheri","yes","Pyron and Burbrink 2014","Carranza et al. 2008","Palearctic","Diurnal","air",10,12,36.2,"#DIV/0!",32.4480517,35.34414131,11.18,18.68,516.5,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",1.034133282
"365","Scincidae","Ophiomorus_latastii","yes","Pyron and Burbrink 2014","Greer and Wilson 2001","Palearctic","Diurnal","earth",NA,NA,20.9,"#DIV/0!",32.05229882,35.49582396,10.98,18.79,369.31,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",0.441735388
"367","Sphaerodactylidae","Euleptes_europaea","yes","Pyron and Burbrink 2014","Gamble et al. 2012","Palearctic","Nocturnal","air",5,24,17.36,"#DIV/0!",41.78207528,8.83691231,11.26,13.86,704.78,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Gekkota",0.323054449
"368","Lacertidae","Archaeolacerta_bedriagae","yes","Pyron and Burbrink 2014","Mendes et al. 2016","Palearctic","Diurnal","air",5,NA,32.375,"#DIV/0!",40.85744841,9.107195843,11.31,14.38,650.77,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",1.135548173
"370","Lacertidae","Phoenicolacerta_kulzeri","yes","Pyron and Burbrink 2014","Tamar et al. 2015","Palearctic","Diurnal","air",7,NA,27.1,"#DIV/0!",32.63049303,35.98957644,10.93,16.65,411.45,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",1.180521314
"371","Lacertidae","Podarcis_filfolensis","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Harris et al. 2005","Palearctic","Diurnal","air",12,NA,32.8,"#DIV/0!",35.89741397,14.26767237,10.64,18.56,451.44,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",1.16570493
"372","Phyllodactylidae","Tarentola_mauritanica","yes","Pyron and Burbrink 2014","Gamble et al. 2008, Carranza et al. 2002","Palearctic","Cathemeral","air",12,36,22.6,"27.5",36.90359661,4.186860259,11.05,15.31,509.25,"Mediterranean Forests, Woodlands & Scrub","no","mixed","Sauria","Gekkota",1.215097939
"373","Lacertidae","Psammodromus_algirus","yes","Pyron and Burbrink 2014","Carranza et al. 2006, Arnold et al. 2007, Mendes et al. 2016","Palearctic","Diurnal","air",NA,13,32.75,"35.3",37.2607121,-2.10649769,11.16,14.66,525,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",1.293262359
"374","Phrynosomatidae","Phrynosoma_blainvillii","yes","Pyron and Burbrink 2014","Wiens et al. 2010, De Oca et al. 2014, Leache and Linkem 2015","Nearctic","Diurnal","air",7.5,28,34.9,"#DIV/0!",35.12214815,-118.8648792,11.27,15.11,404.68,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Pleurodonta",1.651334287
"375","Lacertidae","Atlantolacerta_andreanskyi","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Mendes et al. 2016","Palearctic","Diurnal","air",5.5,14.75,31.4,"#DIV/0!",31.68232764,-6.528751884,10.98,12.36,461.55,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",0.592810297
"376","Chamaeleonidae","Chamaeleo_chamaeleon","yes","Pyron and Burbrink 2014","Tolley et al. 2013","Palearctic","Diurnal","air",11,9.5,28.5,"31.56",31.17626551,14.35926506,10.76,18.34,318.52,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Acrodontia",1.980603109
"377","Lacertidae","Podarcis_siculus","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Harris et al. 2005, Mendes et al. 2016","Palearctic","Diurnal","air",8,12,34.5,"34.79",42.26510874,12.59908204,11.36,13.7,787.41,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",1.223969645
"378","Lacertidae","Lacerta_schreiberi","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Godhino et al. 2005, Mendes et al. 2016","Palearctic","Diurnal","air",NA,16,31.05,"35.3",41.22478393,-6.186897012,11.44,12.86,790.88,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",1.743614951
"379","Lacertidae","Phoenicolacerta_laevis","yes","Pyron and Burbrink 2014","Tamar et al. 2015","Palearctic","Diurnal","air",12,6,32.46666667,"#DIV/0!",35.26793757,35.16636792,11.13,15.64,606.31,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",1.180521314
"380","Lacertidae","Timon_lepidus","yes","Pyron and Burbrink 2014","Ahmadzadeh et al. 2012, Ahmadzadeh et al. 2016 (including Timon nevadensis), Mendes et al. 2016","Palearctic","Diurnal","air",6.5,26.5,30.4,"#DIV/0!",40.58148496,-3.581287673,11.36,13.38,666.57,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",2.58358635
"382","Blanidae","Blanus_cinereus","yes","Pyron and Burbrink 2014","Townsend et al. 2004, Macey et al. 2004, Albert et al. 2007, Longrich et al. 2015","Palearctic","Cathemeral","earth",NA,NA,22.8,"20.7",39.42428474,-4.569480676,11.31,14.02,570.87,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Amphisbaenia","Amphisbaenia (Lacertoidea)",1.219425628
"383","Lacertidae","Podarcis_vaucheri","yes","Pyron and Burbrink 2014","Kaliontzopoulou et al. 2011","Palearctic","Diurnal","air",NA,NA,30.55,"#DIV/0!",35.08190576,0.033847488,11.12,15.56,506.04,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",0.70432434
"384","Anguidae","Pseudopus_apodus","yes","Pyron and Burbrink 2014","Macey et al. 1999","Palearctic","Diurnal","air",8,24,25.5,"#DIV/0!",39.57705266,48.20175741,11.1,11.69,551.78,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Diploglossa",2.767833757
"385","Chamaeleonidae","Bradypodion_pumilum","yes","Pyron and Burbrink 2014","Tolley et al. 2013","Afrotropic","Diurnal","air",12,11.5,27.2,"25",-30.36423908,17.73667722,11.02,17.22,380.65,"Mediterranean Forests, Woodlands & Scrub","no","mixed","Sauria","Acrodontia",1.404164144
"387","Cordylidae","Cordylus_niger","yes","Pyron and Burbrink 2014","Stanley et al. 2011","Afrotropic","Diurnal","air",NA,NA,23.6,"32.65",-33.67586515,18.52296276,11.23,16.82,586.85,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Scincoidea",1.301034512
"388","Cordylidae","Cordylus_oelofseni","yes","Pyron and Burbrink 2014","Stanley et al. 2011","Afrotropic","Diurnal","air",NA,NA,20.6,"33.55",-33.15772336,19.27981188,11.35,15.78,479.97,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Scincoidea",0.852629387
"389","Scincidae","Acontias_meleagris","yes","Pyron and Burbrink 2014","Daniels et al. 2006","Afrotropic","Cathemeral","earth",NA,NA,21.8,"#DIV/0!",-33.25792401,21.77151488,11.2,16.04,429.09,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",1.473590637
"390","Scincidae","Scelotes_gronovii","yes","Pyron and Burbrink 2014","Heideman et al. 2011","Afrotropic",NA,"earth",NA,NA,23,"#DIV/0!",-33.28409306,18.85866099,11.37,16.66,488.75,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",0.352237257
"391","Lacertidae","Podarcis_liolepis","yes","Pyron and Burbrink 2014","Kaliontzopoulou et al. 2011","Palearctic","Diurnal","air",NA,7,34.2,"33.3",41.94442543,-0.381595533,11.38,11.78,666.5,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",1.073018552
"392","Scincidae","Chalcides_bedriagai","yes","Pyron and Burbrink 2014","Carranza et al. 2008","Palearctic","Diurnal","earth",NA,NA,28.5,"31.97857143",39.61827849,-4.376860063,11.32,13.96,593.26,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",1.301804162
"393","Lacertidae","Podarcis_lilfordi","yes","Pyron and Burbrink 2014","Kaliontzopoulou et al. 2011","Palearctic","Diurnal","air",NA,NA,34.6,"33.86666667",39.6718321,3.152263859,10.92,16.29,593.63,"Mediterranean Forests, Woodlands & Scrub","yes","Active","Sauria","Lacertoidea",1.088939291
"394","Lacertidae","Podarcis_hispanicus","yes","Pyron and Burbrink 2014","Kaliontzopoulou et al. 2011","Palearctic","Diurnal","air",NA,8,31.9,"34.35375",40.7045743,-3.585903335,11.37,12.93,667.4,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",0.973102805
"395","Lacertidae","Psammodromus_hispanicus","yes","Pyron and Burbrink 2014","Carranza et al. 2006, Arnold et al. 2007, Mendes et al. 2016","Palearctic","Diurnal","air",NA,5,30.77,"35.1",40.21898968,-3.278313464,11.35,13.4,621.31,"Mediterranean Forests, Woodlands & Scrub","no","mixed","Sauria","Lacertoidea",0.615902868
"396","Lacertidae","Acanthodactylus_erythrurus","yes","Pyron and Burbrink 2014","no","Palearctic","Diurnal","air",9,14,34.8,"36.75",37.23583702,-3.195094042,11.18,14.62,529.17,"Mediterranean Forests, Woodlands & Scrub","no","mixed","Sauria","Lacertoidea",1.135548173
"397","Lacertidae","Iberolacerta_cyreni","yes","Pyron and Burbrink 2014","Mendes et al. 2016","Palearctic","Diurnal","air",NA,10,28.25,"#DIV/0!",40.57888643,-4.603062193,11.49,10.57,511.57,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",1.238131149
"398","Lacertidae","Podarcis_pityusensis","yes","Pyron and Burbrink 2014","Arnold et al. 2007","Palearctic","Diurnal","air",NA,21,34.2,"#DIV/0!",39.14509423,1.245504188,11.01,16.71,503.13,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",1.104664678
"399","Lacertidae","Iberolacerta_martinezricai","yes","no","no","Palearctic","Diurnal","air",5,42,33.31,"#DIV/0!",40.49727276,-6.1901993,11.54,12.37,611.75,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",0.889188697
"400","Lacertidae","Podarcis_carbonelli","yes","Pyron and Burbrink 2014","Kaliontzopoulou et al. 2011","Palearctic","Diurnal","air",NA,NA,33.3,"#DIV/0!",40.041746,-7.601218486,11.44,14.47,830.83,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Lacertoidea",0.806907315
"401","Lacertidae","Gallotia_stehlini","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Mendes et al. 2016","Palearctic","Diurnal","air",NA,41.5,33.6,"31.81363636",28.0050544,-15.39270279,10.91,18.89,192.43,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",3.035763288
"402","Phyllodactylidae","Tarentola_boettgeri","yes","Pyron and Burbrink 2014","Gamble et al. 2008, Carranza et al. 2002","Palearctic","Nocturnal","air",NA,NA,19.75,"32.88",27.9282518,-15.90115474,10.88,18.79,242.8,"Mediterranean Forests, Woodlands & Scrub","yes","Sit&wait","Sauria","Gekkota",1.031500223
"403","Lacertidae","Gallotia_atlantica","yes","Pyron and Burbrink 2014","Arnold et al. 2007, Mendes et al. 2016","Palearctic","Diurnal","air",NA,24,33.35,"33.603125",28.60852307,-13.93155149,10.56,19.36,135.19,"Mediterranean Forests, Woodlands & Scrub","yes","Sit&wait","Sauria","Lacertoidea",1.457633502
"404","Lacertidae","Gallotia_galloti","yes","Pyron and Burbrink 2014","Arnold et al. 2007","Palearctic","Diurnal","air",NA,30,32.55,"34",28.39063105,-16.88851607,10.83,17.52,378.43,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",1.835196975
"405","Lacertidae","Gallotia_simonyi","yes","Pyron and Burbrink 2014","Arnold et al. 2007","Palearctic","Diurnal","air",NA,30,34.4,"36.08727273",27.7180838,-18.00432015,10.81,18.68,285.5,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",3.426776669
"406","Lacertidae","Gallotia_caesaris","yes","Pyron and Burbrink 2014","Arnold et al. 2007","Palearctic","Diurnal","air",NA,23,35.5,"35.45555556",27.95087693,-17.55556425,10.92,18.92,309.45,"Mediterranean Forests, Woodlands & Scrub","yes","Active","Sauria","Lacertoidea",1.49274811
"407","Lacertidae","Gallotia_bravoana","yes","Pyron and Burbrink 2014","Arnold et al. 2007","Palearctic","Diurnal","air",NA,24,36,"#DIV/0!",28.10741469,-17.20973564,11.15,18.75,334.75,"Mediterranean Forests, Woodlands & Scrub","yes",NA,"Sauria","Lacertoidea",2.214892138
"408","Phyllodactylidae","Tarentola_delalandii","yes","Pyron and Burbrink 2014","Vasconcelos et al. 2012","Palearctic","Cathemeral","air",NA,NA,23,"#DIV/0!",28.39137295,-16.89705721,10.89,17.36,405.75,"Mediterranean Forests, Woodlands & Scrub","yes","Sit&wait","Sauria","Gekkota",1.185002497
"409","Gekkonidae","Hemidactylus_turcicus","yes","Pyron and Burbrink 2014","Carranza and Arnold 2012, Smid et al. 2013","Palearctic","Nocturnal","air",10,22.3,23.85,"28.75",31.65388023,21.97207798,10.92,18.03,466.44,"Mediterranean Forests, Woodlands & Scrub","no","mixed","Sauria","Gekkota",0.687295674
"410","Lacertidae","Anatololacerta_anatolica","yes","Pyron and Burbrink 2014","Bellati et al. 2014","Palearctic","Diurnal","air",NA,36,32.91904762,"#DIV/0!",39.02575776,28.42642201,11.29,13.58,682.57,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Lacertoidea",0.990305788
"411","Anniellidae","Anniella_pulchra","yes","Pyron and Burbrink 2014","Macey et al. 1999, Townsend et al. 2004","Nearctic","Cathemeral","earth",NA,30,21.8,"22.25",34.71409235,-118.7265715,11.29,15.36,370.55,"Mediterranean Forests, Woodlands & Scrub","no","Active","Sauria","Diploglossa",0.980126762
"412","Xantusiidae","Xantusia_henshawi","yes","Pyron and Burbrink 2014","Noonan et al. 2013","Nearctic","Cathemeral","air",NA,42,22.95,"27.2",32.5846143,-116.2715088,11.12,16.41,321.18,"Mediterranean Forests, Woodlands & Scrub","no","Sit&wait","Sauria","Scincoidea",0.846635447
"413","Xantusiidae","Xantusia_riversiana","yes","Pyron and Burbrink 2014","Noonan et al. 2013","Nearctic","Diurnal","air",NA,51,23.5,"28.3",33.0064857,-118.7786793,10.67,15.41,221.43,"Mediterranean Forests, Woodlands & Scrub","yes","Sit&wait","Sauria","Scincoidea",1.507830507
"414","Scincidae","Plestiodon_gilberti","yes","Pyron and Burbrink 2014","Brandley et al. 2012","Nearctic","Diurnal","air",NA,NA,29.15,"31.55",35.78230449,-118.0744827,11.22,14.32,414.75,"Mediterranean Forests, Woodlands & Scrub","no",NA,"Sauria","Scincoidea",1.553172148
"415","Liolaemidae","Liolaemus_dorbignyi","yes","Pyron and Burbrink 2014","Labra et al. 2009, Olave et al. 2014","Neotropic","Diurnal","air",NA,NA,32.65,"31.01",-21.6202734,-67.05509459,10.9,7.39,130.9,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",1.542634732
"416","Liolaemidae","Liolaemus_olongasta","yes","Pyron and Burbrink 2014","Camargo et al. 2012","Neotropic","Diurnal","air",NA,NA,34.35,"33.35",-30.81181938,-68.77671841,10.86,11.81,157.14,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",0.977353664
"417","Liolaemidae","Liolaemus_scapularis","yes","Pyron and Burbrink 2014","Moreno Azocar et al. 2013, Olave et al. 2014, Sheldon et al. 2015","Neotropic","Diurnal","air",NA,NA,36.2,"33",-27.13036137,-66.35589564,11.14,13.73,226.12,"Montane Grasslands & Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.164461776
"419","Liolaemidae","Phymaturus_antofagastensis","yes","Pyron and Burbrink 2014","Lobo et al. 2012","Neotropic","Diurnal","air",NA,NA,33.25,"33.2",-26.24378944,-67.57539416,10.86,6.33,79.25,"Montane Grasslands & Shrublands","no","Active","Sauria","Pleurodonta",1.611042243
"420","Liolaemidae","Liolaemus_pseudoanomalus","yes","Pyron and Burbrink 2014","Moreno Azocar et al. 2013, Olave et al. 2014, Sheldon et al. 2015","Neotropic","Diurnal","air",NA,NA,33.7,"33.4",-29.73574334,-67.46126461,10.98,16.38,242.45,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",0.997280103
"421","Liolaemidae","Liolaemus_cuyanus","yes","Pyron and Burbrink 2014","Moreno Azocar et al. 2013, Sheldon et al. 2015","Neotropic","Diurnal","air",NA,NA,35,"33.85",-30.72635474,-67.64373402,11.01,15.72,230.85,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",1.572626503
"423","Liolaemidae","Liolaemus_salinicola","yes","Pyron and Burbrink 2014","Moreno Azocar et al. 2013, 2 mt genes (Moreno Azocar), 2mt and 12 nuclear loci (Olave et al. 2014), Sheldon et al. 2015","Neotropic","Diurnal","air",NA,NA,36.7,"34.3",-27.8078663,-67.61237283,10.9,14.05,144.18,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",1.164461776
"425","Liolaemidae","Liolaemus_koslowskyi","yes","Pyron and Burbrink 2014","Camargo et al. 2012, Olave et al. 2014, Sheldon et al. 2015","Neotropic","Diurnal","air",NA,NA,35.15,"34.6",-28.11818574,-66.99696459,11.03,16.78,228.76,"Montane Grasslands & Shrublands","no","Sit&wait","Sauria","Pleurodonta",1.249081501
"426","Liolaemidae","Liolaemus_multicolor","yes","Pyron and Burbrink 2014","Olave et al. 2014, Sheldon et al. 2015","Neotropic","Diurnal","air",NA,126,34.06,"35.04",-23.31503565,-66.02957038,11.01,8.45,199,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",1.281492949
"427","Liolaemidae","Liolaemus_calchaqui","yes","Pyron and Burbrink 2014","Camargo et al. 2012","Neotropic","Diurnal","air",NA,NA,34,"35.1",-26.52099326,-65.64302695,11.31,13.65,364,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",0.828934422
"428","Liolaemidae","Liolaemus_abaucan","yes","Pyron and Burbrink 2014","Camargo et al. 2012, Sheldon et al. 2015","Neotropic","Diurnal","air",NA,NA,34.25,"35.2",-27.44478796,-67.65221498,10.82,12.95,97.9,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",0.936592666
"429","Liolaemidae","Liolaemus_lavillai","yes","Pyron and Burbrink 2014","Camargo et al. 2012, Olave et al. 2014","Neotropic","Diurnal",NA,NA,NA,35.4,"35.2",-24.95707635,-66.09028198,11.17,8.38,156.13,"Montane Grasslands & Shrublands","no",NA,"Sauria","Pleurodonta",0.926206436
